#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号,錬成テーブル
ギザミグリーヴ,0,8,1,0,0,,108,168,-3,1,-4,-1,2,見切り,1,ランナー,1,匠,2,貫通弾・貫通矢強化,2,,,,,,,,,,,,,,,,,5660,3
オロミドＸグリーヴ,0,8,4,2,0,,108,168,-4,3,3,-2,-2,業物,1,回避性能,1,弾丸節約,1,,,,,,,,,,,,,,,,,,,5670,3
ヤツカダＸグリーヴ,0,8,1,1,0,,108,168,4,-2,-1,-3,0,体術,3,スタミナ急速回復,2,,,,,,,,,,,,,,,,,,,,,5680,3
オロミドＺグリーヴ,0,9,3,3,0,,112,172,5,-5,0,-4,0,死中に活,1,逆恨み,1,,,,,,,,,,,,,,,,,,,,,5690,4
ヤツカダＺグリーヴ,0,9,4,2,1,,112,172,2,-4,2,-2,2,フルチャージ,1,爆破やられ耐性,2,,,,,,,,,,,,,,,,,,,,,5700,4
ウツシ表【脚絆】真,1,9,2,0,0,,110,170,3,0,0,0,0,広域化,2,満足感,1,幸運,1,,,,,,,,,,,,,,,,,,,5710,4
神凪・洸【緋袴】,2,9,1,1,1,,110,170,3,0,0,0,0,回避性能,1,挑戦者,1,攻撃,2,,,,,,,,,,,,,,,,,,,5720,4
ウツシ裏【脚絆】真,1,9,1,1,1,,110,170,3,0,0,0,0,回避性能,1,挑戦者,1,攻撃,2,,,,,,,,,,,,,,,,,,,5730,4
依巫・燿【緋袴】,2,9,2,0,0,,110,170,3,0,0,0,0,広域化,2,満足感,1,幸運,1,,,,,,,,,,,,,,,,,,,5740,4
クロムメタルＸブーツ,0,9,4,0,0,,110,170,-2,-2,-2,-2,-2,ひるみ軽減,2,,,,,,,,,,,,,,,,,,,,,,,5750,4
ガブラスーツＸフット,0,9,4,1,0,,112,172,1,1,1,1,3,弱点特効,1,毒耐性,2,,,,,,,,,,,,,,,,,,,,,5770,4
ミツネＸグリーヴ,0,9,3,1,1,,114,174,0,2,-3,1,-1,泡沫の舞,1,回避性能,1,体術,1,,,,,,,,,,,,,,,,,,,5780,4
レウスＸグリーヴ,0,9,1,1,0,,114,174,3,1,-2,1,-3,攻撃,1,破壊王,1,耳栓,2,,,,,,,,,,,,,,,,,,,5790,4
ジンオウＸグリーヴ,0,9,1,0,0,,116,176,0,-1,4,-4,1,力の解放,1,体術,3,翔蟲使い,1,,,,,,,,,,,,,,,,,,,5800,4
レックスＸグリーヴ,0,9,3,0,0,,118,178,2,0,-3,0,-2,早食い,2,心眼,2,通常弾・連射矢強化,1,,,,,,,,,,,,,,,,,,,5810,4
ディアブロＸグリーヴ,0,9,3,0,0,,118,178,3,-1,-1,-3,-1,火事場力,2,耐震,2,,,,,,,,,,,,,,,,,,,,,5820,4
ゴアグリーヴ,0,9,1,1,1,,112,172,-2,3,-1,2,-1,挑戦者,3,早食い,1,,,,,,,,,,,,,,,,,,,,,5830,4
レギオスグリーヴ,0,9,4,0,0,,114,174,4,0,-3,-2,0,刃鱗磨き,1,回避距離ＵＰ,2,,,,,,,,,,,,,,,,,,,,,5840,4
ゼクスグリーヴ,0,9,1,1,0,,114,174,0,-1,4,-3,0,業物,3,弾丸節約,3,雷属性攻撃強化,3,,,,,,,,,,,,,,,,,,,5850,4
ルナガログリーヴ,0,9,2,1,1,,114,174,-4,2,-1,4,-1,力の解放,3,合気,1,,,,,,,,,,,,,,,,,,,,,5860,4
エスピナフェルゼ,0,9,4,1,0,,116,176,3,-1,2,-3,-2,攻勢,1,ひるみ軽減,2,毒属性強化,3,,,,,,,,,,,,,,,,,,,5870,4
重装騎士【脚甲】,0,9,1,0,0,,114,174,1,1,1,1,1,ガード強化,1,納刀術,2,業物,2,,,,,,,,,,,,,,,,,,,5880,4
ホークブーツ,1,9,2,1,0,,110,170,0,0,0,0,0,捕獲名人,1,幸運,1,弱点特効,1,,,,,,,,,,,,,,,,,,,5890,4
エコールブーツ,2,9,2,1,0,,110,170,0,0,0,0,0,捕獲名人,1,幸運,1,弱点特効,1,,,,,,,,,,,,,,,,,,,5900,4
ディグニグリーヴ,0,9,4,0,0,,112,172,1,1,1,1,1,高速変形,1,強化持続,1,業物,1,,,,,,,,,,,,,,,,,,,5910,4
バルバニアブーツ,0,9,3,0,0,,110,170,1,1,1,1,1,破壊王,1,逆襲,1,幸運,1,,,,,,,,,,,,,,,,,,,5920,4
グローシアグリーヴ,0,9,2,0,0,,112,172,0,0,0,3,0,研磨術【鋭】,1,力の解放,1,攻撃,2,,,,,,,,,,,,,,,,,,,5930,4
斉天ノ具足・真,0,9,1,1,1,,116,174,2,1,3,-5,2,超会心,2,力の解放,1,ひるみ軽減,2,,,,,,,,,,,,,,,,,,,5940,5
バゼルＸグリーヴ,0,9,3,0,0,,118,176,3,1,-4,-2,-2,砲術,2,ガード性能,1,挑戦者,1,,,,,,,,,,,,,,,,,,,5950,5
ダマスクＸグリーヴ,0,9,3,0,0,,114,172,-1,2,-3,1,-1,匠,2,装填拡張,2,属性やられ耐性,1,,,,,,,,,,,,,,,,,,,5960,5
クシャナＸペイル,0,9,4,1,0,,120,178,-1,2,-2,3,-3,鋼殻の恩恵,1,匠,1,通常弾・連射矢強化,1,,,,,,,,,,,,,,,,,,,5970,5
ミヅハ真【具足】,0,9,2,0,0,,120,178,-5,1,0,3,-3,霞皮の恩恵,2,フルチャージ,1,毒属性強化,1,,,,,,,,,,,,,,,,,,,5980,5
カイザーＸグリーヴ,0,9,2,1,0,,120,178,4,-4,1,-1,-3,炎鱗の恩恵,1,達人芸,1,超会心,1,,,,,,,,,,,,,,,,,,,5990,5
アークグリーヴ,1,9,3,2,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,業物,1,弾丸節約,1,,,,,,,,,,,,,,,,,,,6000,5
フィリアグリーヴ,2,9,3,2,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,業物,1,弾丸節約,1,,,,,,,,,,,,,,,,,,,6010,5
メルゼグリーヴ,0,9,4,1,1,,120,178,-2,2,2,-1,-5,属性やられ耐性,2,弱点特効,1,攻撃,1,,,,,,,,,,,,,,,,,,,6020,5
プロフブーツ,1,9,4,1,0,,114,172,1,1,1,1,1,ランナー,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6030,5
シャリテブーツ,2,9,4,1,0,,114,172,1,1,1,1,1,ランナー,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6040,5
サージュブーツ,0,9,2,0,0,,114,172,0,0,0,0,0,アイテム使用強化,3,広域化,2,,,,,,,,,,,,,,,,,,,,,6050,5
シーカーパンツ,0,9,4,0,0,,114,172,2,2,2,2,2,体術,2,幸運,1,,,,,,,,,,,,,,,,,,,,,6060,5
メデュレトＸブーツ,0,9,4,1,0,,114,172,1,3,0,2,0,爆破属性強化,1,チャージマスター,1,ＫＯ術,1,,,,,,,,,,,,,,,,,,,6070,5
セイラーフット,0,9,3,0,0,,114,172,0,0,0,0,0,ランナー,3,回避性能,1,,,,,,,,,,,,,,,,,,,,,6080,5
ギルドパレスグリーヴ,0,9,3,0,0,,120,174,1,2,2,1,1,火事場力,2,災禍転福,2,,,,,,,,,,,,,,,,,,,,,6090,6
冥淵纏鎧イレスケロス,0,10,3,2,2,,126,182,0,3,-2,3,-5,伏魔響命,1,逆恨み,1,,,,,,,,,,,,,,,,,,,,,6100,6
しまきのおみあし真,0,10,2,0,0,,122,178,-1,0,0,0,-2,風紋の一致,1,ＫＯ術,1,ガード強化,1,風雷合一,1,,,,,,,,,,,,,,,,,6110,13
なるかみのおみあし真,0,10,2,0,0,,122,178,2,1,4,-3,-4,雷紋の一致,1,回避性能,1,ランナー,1,風雷合一,1,,,,,,,,,,,,,,,,,6120,13
赫耀ノグリーヴ・真,0,10,3,1,0,,124,180,-2,-2,-2,-2,3,龍気活性,1,逆恨み,3,,,,,,,,,,,,,,,,,,,,,6130,6
怒天ノ袴,0,10,4,0,0,,122,178,2,1,3,-5,2,激昂,1,回避距離ＵＰ,2,,,,,,,,,,,,,,,,,,,,,6140,6
禍鎧・怨【具足】,0,10,4,0,0,,124,180,3,-3,-2,1,1,鬼火纏,2,逆襲,2,翔蟲使い,1,,,,,,,,,,,,,,,,,,,6150,6
拠点司令【脚甲】,0,10,2,2,0,,118,174,1,1,1,1,1,抜刀術【技】,2,納刀術,1,,,,,,,,,,,,,,,,,,,,,6160,6
プライドグリーヴ,0,10,2,2,0,,123,179,3,0,-2,-3,-1,根性,1,スタミナ急速回復,2,スタミナ奪取,3,,,,,,,,,,,,,,,,,,,6190,6
ゴールドルナグリーヴ,0,10,4,2,0,,120,176,3,-3,-4,-1,2,顕如盤石,3,フルチャージ,2,体力回復量ＵＰ,2,,,,,,,,,,,,,,,,,,,6200,6
シルバーソルグリーヴ,0,10,2,2,1,,122,178,4,-4,-3,-2,3,超会心,1,合気,1,渾身,2,,,,,,,,,,,,,,,,,,,6210,6
月光【具足】,0,10,3,0,0,,118,174,3,3,0,-5,-2,闇討ち,1,巧撃,1,匠,2,装填拡張,2,,,,,,,,,,,,,,,,,6220,6
エスピナＺフェルゼ,0,10,4,1,0,,122,178,3,-4,-1,2,-3,剛心,1,攻撃,1,連撃,2,,,,,,,,,,,,,,,,,,,6230,6
陰陽ノ者【差袴】,0,10,4,0,0,,120,176,2,0,-1,-3,1,ひるみ軽減,3,弱点特効,2,攻めの守勢,2,,,,,,,,,,,,,,,,,,,6240,6
ミヅハ醒【具足】,0,10,4,1,1,,125,181,-5,1,0,3,-3,蓄積時攻撃強化,1,霞皮の恩恵,1,回避性能,2,,,,,,,,,,,,,,,,,,,6250,6
ケイオスグリーヴ,1,10,3,0,0,,118,174,-4,3,-2,2,-4,狂化,1,狂竜症【蝕】,1,災禍転福,3,,,,,,,,,,,,,,,,,,,6260,6
ネフィリムグリーヴ,2,10,3,0,0,,118,174,-4,3,-2,2,-4,狂化,1,狂竜症【蝕】,1,災禍転福,3,,,,,,,,,,,,,,,,,,,6290,6
リバルクシャナペイル,0,10,4,4,0,,124,180,-1,2,-2,3,-3,風纏,1,連撃,1,,,,,,,,,,,,,,,,,,,,,6270,6
リバルカイザークイス,0,10,4,1,1,,124,180,4,-4,1,-1,-3,炎鱗の恩恵,2,弱点特効,1,会心撃【属性】,2,火属性攻撃強化,2,,,,,,,,,,,,,,,,,6280,6
ラヴィーナグリーヴ,0,10,4,1,0,,123,179,-3,2,-1,4,-1,氷属性攻撃強化,5,会心撃【属性】,3,弱点特効【属性】,1,,,,,,,,,,,,,,,,,,,6290,6
赫耀ノグリーヴ・暦,0,10,4,3,0,,121,177,-2,-2,-2,-2,3,超会心,1,気絶耐性,3,攻撃,2,,,,,,,,,,,,,,,,,,,6300,6
荒天【袴】,0,10,4,4,0,,125,181,-3,4,0,0,-5,天衣無崩,1,超会心,2,,,,,,,,,,,,,,,,,,,,,6310,6
ヴァチスグリーヴ,1,10,4,3,1,,122,178,-2,2,-1,2,-4,狂竜症【翔】,1,狂竜症【蝕】,1,奮闘,1,,,,,,,,,,,,,,,,,,,6320,6
プラグマグリーヴ,2,10,4,3,1,,122,178,-2,2,-1,2,-4,狂竜症【翔】,1,狂竜症【蝕】,1,奮闘,1,,,,,,,,,,,,,,,,,,,6330,6
プライマルグリーヴ,0,10,4,4,0,,125,181,-2,2,2,-1,-5,血氣覚醒,1,超会心,1,破壊王,3,,,,,,,,,,,,,,,,,,,6340,6
