#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号,錬成テーブル
依巫・燿【花袖】,2,9,4,0,0,,110,170,3,0,0,0,0,広域化,2,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,,,5740,4
ガブラスーツＸグラブ,0,9,4,1,1,,112,172,1,1,1,1,3,会心撃【属性】,1,風圧耐性,2,,,,,,,,,,,,,,,,,,,,,5770,4
ミツネＸアーム,0,9,4,1,1,,114,174,0,2,-3,1,-1,死中に活,1,満足感,2,,,,,,,,,,,,,,,,,,,,,5780,4
レウスＸアーム,0,9,2,0,0,,114,174,3,1,-2,1,-3,攻撃,2,耳栓,2,,,,,,,,,,,,,,,,,,,,,5790,4
ジンオウＸアーム,0,9,2,0,0,,116,176,0,-1,4,-4,1,力の解放,1,体術,2,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,5800,4
レックスＸアーム,0,9,4,0,0,,118,178,2,0,-3,0,-2,心眼,1,フルチャージ,1,気絶耐性,3,通常弾・連射矢強化,1,,,,,,,,,,,,,,,,,5810,4
ディアブロＸアーム,0,9,2,1,0,,118,178,3,-1,-1,-3,-1,攻めの守勢,2,スタミナ急速回復,1,貫通弾・貫通矢強化,2,,,,,,,,,,,,,,,,,,,5820,4
ゴアアーム,0,9,4,0,0,,112,172,-2,3,-1,2,-1,災禍転福,1,早食い,2,,,,,,,,,,,,,,,,,,,,,5830,4
レギオスアーム,0,9,0,0,0,,114,174,4,0,-3,-2,0,匠,3,,,,,,,,,,,,,,,,,,,,,,,5840,4
ゼクスアーム,0,9,4,1,0,,114,174,0,-1,4,-3,0,連撃,1,スタミナ急速回復,1,気絶耐性,1,,,,,,,,,,,,,,,,,,,5850,4
ルナガロアーム,0,9,2,1,0,,114,174,-4,2,-1,4,-1,挑戦者,3,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,5860,4
エスピナフォアスト,0,9,4,0,0,,116,176,3,-1,2,-3,-2,攻勢,1,剛刃研磨,2,速射強化,1,,,,,,,,,,,,,,,,,,,5870,4
重装騎士【手甲】,0,9,2,0,0,,114,174,1,1,1,1,1,ガード性能,2,ガード強化,1,業物,1,,,,,,,,,,,,,,,,,,,5880,4
ホークグラブ,1,9,2,0,0,,110,170,0,0,0,0,0,早食い,1,納刀術,2,弱点特効,1,,,,,,,,,,,,,,,,,,,5890,4
エコールグラブ,2,9,2,0,0,,110,170,0,0,0,0,0,早食い,1,納刀術,2,弱点特効,1,,,,,,,,,,,,,,,,,,,5900,4
ディグニグローブ,0,9,3,0,0,,112,172,1,1,1,1,1,高速変形,1,回避性能,2,業物,1,,,,,,,,,,,,,,,,,,,5910,4
バルバニアグラブ,0,9,2,1,1,,110,170,1,1,1,1,1,弱点特効,1,破壊王,1,幸運,1,,,,,,,,,,,,,,,,,,,5920,4
グローシアアーム,0,9,1,1,1,,112,172,0,0,0,3,0,回復速度,3,力の解放,2,攻撃,1,,,,,,,,,,,,,,,,,,,5930,4
斉天ノ篭手・真,0,9,4,1,0,,116,174,2,1,3,-5,2,火事場力,1,力の解放,2,,,,,,,,,,,,,,,,,,,,,5940,5
バゼルＸアーム,0,9,2,2,0,,118,176,3,1,-4,-2,-2,ガード強化,1,ガード性能,1,挑戦者,2,,,,,,,,,,,,,,,,,,,5950,5
ダマスクＸアーム,0,9,2,1,0,,114,172,-1,2,-3,1,-1,耳栓,2,属性やられ耐性,1,,,,,,,,,,,,,,,,,,,,,5960,5
クシャナＸハトゥー,0,9,1,0,0,,120,178,-1,2,-2,3,-3,鋼殻の恩恵,2,挑戦者,2,,,,,,,,,,,,,,,,,,,,,5970,5
ミヅハ真【大袖】,0,9,2,2,0,,120,178,-5,1,0,3,-3,霞皮の恩恵,1,毒属性強化,2,回避性能,2,,,,,,,,,,,,,,,,,,,5980,5
カイザーＸアーム,0,9,3,0,0,,120,178,4,-4,1,-1,-3,炎鱗の恩恵,1,見切り,1,超会心,1,,,,,,,,,,,,,,,,,,,5990,5
アークアーム,1,9,4,0,0,,120,178,-2,2,-1,2,-4,会心撃【属性】,2,死中に活,1,,,,,,,,,,,,,,,,,,,,,6000,5
フィリアアーム,2,9,4,0,0,,120,178,-2,2,-1,2,-4,会心撃【属性】,2,死中に活,1,,,,,,,,,,,,,,,,,,,,,6010,5
メルゼアーム,0,9,4,0,0,,120,178,-2,2,2,-1,-5,翔蟲使い,1,攻撃,2,属性やられ耐性,1,,,,,,,,,,,,,,,,,,,6020,5
プロフミトン,1,9,2,2,1,,114,172,1,1,1,1,1,精霊の加護,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6030,5
シャリテグローブ,2,9,2,2,1,,114,172,1,1,1,1,1,精霊の加護,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6040,5
サージュアーム,0,9,2,2,1,,114,172,0,0,0,0,0,体力回復量ＵＰ,3,満足感,1,,,,,,,,,,,,,,,,,,,,,6050,5
シーカーグラブ,0,9,1,1,1,,114,172,2,2,2,2,2,早食い,3,キノコ大好き,1,,,,,,,,,,,,,,,,,,,,,6060,5
メデュレトＸグラブ,0,9,3,1,0,,114,172,1,3,0,2,0,精霊の加護,2,集中,1,ＫＯ術,1,,,,,,,,,,,,,,,,,,,6070,5
セイラーグラブ,0,9,3,0,0,,114,172,0,0,0,0,0,集中,3,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,6080,5
ギルドパレスアーム,0,9,4,0,0,,120,174,1,2,2,1,1,挑戦者,2,災禍転福,1,壁面移動【翔】,1,,,,,,,,,,,,,,,,,,,6090,6
冥淵纏鎧イレエピヌ,0,10,4,0,0,,126,182,0,3,-2,3,-5,伏魔響命,2,逆恨み,1,,,,,,,,,,,,,,,,,,,,,6100,6
しまきのかいな真,0,10,2,0,0,,122,178,-1,0,0,0,-2,風紋の一致,1,体術,1,スタミナ急速回復,1,風雷合一,1,,,,,,,,,,,,,,,,,6110,13
なるかみのかいな真,0,10,2,0,0,,122,178,2,1,4,-3,-4,雷紋の一致,1,ガード性能,1,破壊王,1,風雷合一,1,,,,,,,,,,,,,,,,,6120,13
赫耀ノアーム・真,0,10,4,0,0,,124,180,-2,-2,-2,-2,3,龍気活性,1,弱点特効,2,,,,,,,,,,,,,,,,,,,,,6130,6
怒天ノ篭手,0,10,4,0,0,,122,178,2,1,3,-5,2,激昂,1,見切り,2,,,,,,,,,,,,,,,,,,,,,6140,6
禍鎧・怨【篭手】,0,10,3,2,0,,124,180,3,-3,-2,1,1,業鎧【修羅】,1,逆襲,1,合気,1,,,,,,,,,,,,,,,,,,,6150,6
拠点司令【手甲】,0,10,4,1,0,,118,174,1,1,1,1,1,チャージマスター,2,納刀術,1,,,,,,,,,,,,,,,,,,,,,6160,6
プライドアーム,0,10,3,1,0,,123,179,3,0,-2,-3,-1,根性,1,弱点特効,1,耳栓,1,,,,,,,,,,,,,,,,,,,6190,6
ゴールドルナアーム,0,10,4,2,1,,120,176,3,-3,-4,-1,2,超会心,1,フルチャージ,1,連撃,1,,,,,,,,,,,,,,,,,,,6200,6
シルバーソルアーム,0,10,4,1,1,,122,178,4,-4,-3,-2,3,弱点特効【属性】,1,会心撃【属性】,1,体術,2,,,,,,,,,,,,,,,,,,,6210,6
月光【手甲】,0,10,2,2,0,,118,174,3,3,0,-5,-2,巧撃,2,回避性能,3,,,,,,,,,,,,,,,,,,,,,6220,6
エスピナＺファオスト,0,10,4,2,0,,122,178,3,-4,-1,2,-3,剛心,1,攻撃,1,業物,2,弾丸節約,2,,,,,,,,,,,,,,,,,6230,6
陰陽ノ者【手甲】,0,10,2,2,2,,120,176,2,0,-1,-3,1,煽衛,1,挑戦者,2,スタミナ急速回復,1,,,,,,,,,,,,,,,,,,,6240,6
ミヅハ醒【大袖】,0,10,4,2,1,,125,181,-5,1,0,3,-3,蓄積時攻撃強化,1,霞皮の恩恵,1,攻勢,1,,,,,,,,,,,,,,,,,,,6250,6
ケイオスアーム,1,10,3,0,0,,118,174,-4,3,-2,2,-4,狂化,1,狂竜症【蝕】,1,逆恨み,3,,,,,,,,,,,,,,,,,,,6260,6
ネフィリムアーム,2,10,3,0,0,,118,174,-4,3,-2,2,-4,狂化,1,狂竜症【蝕】,1,逆恨み,3,,,,,,,,,,,,,,,,,,,6290,6
リバルクシャナグラン,0,10,4,2,0,,124,180,-1,2,-2,3,-3,風纏,1,連撃,2,,,,,,,,,,,,,,,,,,,,,6270,6
リバルカイザーアーム,0,10,4,4,0,,124,180,4,-4,1,-1,-3,炎鱗の恩恵,2,達人芸,1,弾導強化,1,見切り,1,,,,,,,,,,,,,,,,,6280,6
ラヴィーナアーム,0,10,3,2,1,,123,179,-3,2,-1,4,-1,冰気錬成,1,抜刀術【技】,3,,,,,,,,,,,,,,,,,,,,,6290,6
赫耀ノアーム・暦,0,10,4,1,1,,121,177,-2,-2,-2,-2,3,超会心,2,力の解放,2,攻撃,1,,,,,,,,,,,,,,,,,,,6300,6
荒天【袂】,0,10,4,4,1,,125,181,-3,4,0,0,-5,天衣無崩,1,力の解放,1,,,,,,,,,,,,,,,,,,,,,6310,6
ヴァチスアーム,1,10,3,1,0,,122,178,-2,2,-1,2,-4,狂竜症【翔】,1,狂竜症【蝕】,1,攻撃,3,,,,,,,,,,,,,,,,,,,6320,6
プラグマアーム,2,10,3,1,0,,122,178,-2,2,-1,2,-4,狂竜症【翔】,1,狂竜症【蝕】,1,攻撃,3,,,,,,,,,,,,,,,,,,,6330,6
プライマルアーム,0,10,4,4,2,,125,181,-2,2,2,-1,-5,血氣覚醒,1,超会心,1,,,,,,,,,,,,,,,,,,,,,6340,6
