#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号,錬成テーブル
ゴルムメイル,0,8,4,1,1,,112,172,-1,3,-2,0,2,ひるみ軽減,3,耐震,2,,,,,,,,,,,,,,,,,,,,,5650,3
ギザミメイル,0,8,2,0,0,,108,168,-3,1,-4,-1,2,研磨術【鋭】,1,ランナー,2,見切り,1,,,,,,,,,,,,,,,,,,,5660,3
オロミドＸメイル,0,8,4,0,0,,108,168,-4,3,3,-2,-2,業物,2,強化持続,1,,,,,,,,,,,,,,,,,,,,,5670,3
ヤツカダＸメイル,0,8,3,1,0,,108,168,4,-2,-1,-3,0,散弾・拡散矢強化,1,装填速度,2,弾丸節約,1,,,,,,,,,,,,,,,,,,,5680,3
オロミドＺメイル,0,9,4,1,0,,112,172,5,-5,0,-4,0,死中に活,1,火事場力,2,,,,,,,,,,,,,,,,,,,,,5690,4
ヤツカダＺメイル,0,9,2,2,1,,112,172,2,-4,2,-2,2,渾身,1,翔蟲使い,2,,,,,,,,,,,,,,,,,,,,,5700,4
ウツシ表【上衣】真,1,9,2,1,0,,110,170,3,0,0,0,0,広域化,1,幸運,1,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,5710,4
神凪・洸【白衣】,2,9,1,0,0,,110,170,3,0,0,0,0,業物,1,弾丸節約,1,回避性能,3,挑戦者,1,,,,,,,,,,,,,,,,,5720,4
ウツシ裏【上衣】真,1,9,1,0,0,,110,170,3,0,0,0,0,業物,1,弾丸節約,1,回避性能,3,挑戦者,1,,,,,,,,,,,,,,,,,5730,4
依巫・燿【白衣】,2,9,2,1,0,,110,170,3,0,0,0,0,広域化,1,幸運,1,体力回復量ＵＰ,1,,,,,,,,,,,,,,,,,,,5740,4
コトルＸメイル,0,9,2,1,1,,112,172,4,-2,0,-1,0,ガード強化,2,特殊射撃強化,2,回避性能,1,,,,,,,,,,,,,,,,,,,5760,4
ガブラスーツＸボディ,0,9,3,1,1,,112,172,1,1,1,1,3,超会心,1,毒属性強化,2,,,,,,,,,,,,,,,,,,,,,5770,4
ミツネＸメイル,0,9,2,0,0,,114,174,0,2,-3,1,-1,泡沫の舞,1,死中に活,1,体術,2,,,,,,,,,,,,,,,,,,,5780,4
レウスＸメイル,0,9,3,0,0,,114,174,3,1,-2,1,-3,攻撃,1,破壊王,1,耳栓,1,,,,,,,,,,,,,,,,,,,5790,4
ジンオウＸメイル,0,9,1,1,1,,116,176,0,-1,4,-4,1,力の解放,1,弱点特効,2,雷属性攻撃強化,2,,,,,,,,,,,,,,,,,,,5800,4
レックスＸメイル,0,9,2,1,0,,118,178,2,0,-3,0,-2,耳栓,2,フルチャージ,1,,,,,,,,,,,,,,,,,,,,,5810,4
ディアブロＸメイル,0,9,3,0,0,,118,178,3,-1,-1,-3,-1,ガード性能,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,,,5820,4
ゴアメイル,0,9,2,1,0,,112,172,-2,3,-1,2,-1,災禍転福,1,体術,3,,,,,,,,,,,,,,,,,,,,,5830,4
レギオスメイル,0,9,3,0,0,,114,174,4,0,-3,-2,0,刃鱗磨き,1,回避性能,3,,,,,,,,,,,,,,,,,,,,,5840,4
ゼクスメイル,0,9,3,1,0,,114,174,0,-1,4,-3,0,連撃,1,スタミナ急速回復,2,,,,,,,,,,,,,,,,,,,,,5850,4
ルナガロメイル,0,9,4,0,0,,114,174,-4,2,-1,4,-1,挑戦者,2,合気,1,,,,,,,,,,,,,,,,,,,,,5860,4
エスピナムスケル,0,9,4,0,0,,116,176,3,-1,2,-3,-2,攻勢,1,破壊王,2,,,,,,,,,,,,,,,,,,,,,5870,4
重装騎士【鎧】,0,9,1,1,0,,114,174,1,1,1,1,1,ガード性能,1,砲術,2,攻めの守勢,1,,,,,,,,,,,,,,,,,,,5880,4
ホークスーツ,1,9,2,1,0,,110,170,0,0,0,0,0,体術,1,納刀術,1,幸運,1,,,,,,,,,,,,,,,,,,,5890,4
エコールスーツ,2,9,2,1,0,,110,170,0,0,0,0,0,体術,1,納刀術,1,幸運,1,,,,,,,,,,,,,,,,,,,5900,4
ディグニジャケット,0,9,2,1,0,,112,172,1,1,1,1,1,高速変形,1,回避性能,1,回避距離ＵＰ,2,,,,,,,,,,,,,,,,,,,5910,4
バルバニアベスト,0,9,2,2,1,,110,170,1,1,1,1,1,破壊王,1,逆襲,1,逆恨み,1,,,,,,,,,,,,,,,,,,,5920,4
グローシアメイル,0,9,4,1,0,,112,172,0,0,0,3,0,耐震,1,スタミナ奪取,1,攻撃,1,,,,,,,,,,,,,,,,,,,5930,4
斉天ノ衣・真,0,9,3,0,0,,116,174,2,1,3,-5,2,火事場力,1,渾身,1,力の解放,2,,,,,,,,,,,,,,,,,,,5940,5
バゼルＸメイル,0,9,1,1,0,,118,176,3,1,-4,-2,-2,ガード強化,2,挑戦者,2,業物,1,,,,,,,,,,,,,,,,,,,5950,5
ダマスクＸメイル,0,9,2,1,0,,114,172,-1,2,-3,1,-1,耐震,1,匠,2,貫通弾・貫通矢強化,2,,,,,,,,,,,,,,,,,,,5960,5
クシャナＸディール,0,9,2,2,0,,120,178,-1,2,-2,3,-3,回復速度,3,匠,2,装填拡張,2,,,,,,,,,,,,,,,,,,,5970,5
ミヅハ真【胸当て】,0,9,2,1,1,,120,178,-5,1,0,3,-3,心眼,1,弾導強化,1,回避性能,3,,,,,,,,,,,,,,,,,,,5980,5
カイザーＸメイル,0,9,1,1,0,,120,178,4,-4,1,-1,-3,見切り,2,達人芸,2,弾導強化,2,,,,,,,,,,,,,,,,,,,5990,5
アークメイル,1,9,2,0,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,死中に活,2,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,6000,5
フィリアメイル,2,9,2,0,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,死中に活,2,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,6010,5
メルゼメイル,0,9,2,1,0,,120,178,-2,2,2,-1,-5,血氣,1,弱点特効,1,破壊王,1,,,,,,,,,,,,,,,,,,,6020,5
プロフジャケット,1,9,1,1,0,,114,172,1,1,1,1,1,耳栓,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6030,5
シャリテジャケット,2,9,1,1,0,,114,172,1,1,1,1,1,耳栓,3,腹減り耐性,1,,,,,,,,,,,,,,,,,,,,,6040,5
サージュスーツ,0,9,2,2,1,,114,172,0,0,0,0,0,属性やられ耐性,3,満足感,1,,,,,,,,,,,,,,,,,,,,,6050,5
シーカーベスト,0,9,2,2,0,,114,172,2,2,2,2,2,幸運,2,回復速度,1,,,,,,,,,,,,,,,,,,,,,6060,5
メデュレトＸベスト,0,9,2,2,0,,114,172,1,3,0,2,0,爆破属性強化,2,集中,1,ＫＯ術,1,,,,,,,,,,,,,,,,,,,6070,5
セイラースーツ,0,9,1,1,0,,114,172,0,0,0,0,0,回避性能,4,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,6080,5
ギルドパレスメイル,0,9,4,0,0,,120,174,1,2,2,1,1,挑戦者,2,火事場力,1,,,,,,,,,,,,,,,,,,,,,6090,6
冥淵纏鎧イレバウロ,0,10,3,2,0,,126,182,0,3,-2,3,-5,弱点特効,1,逆恨み,1,連撃,1,,,,,,,,,,,,,,,,,,,6100,6
しまきのむなさき真,0,10,2,0,0,,122,178,-1,0,0,0,-2,風紋の一致,1,ガード性能,1,ひるみ軽減,1,風雷合一,1,,,,,,,,,,,,,,,,,6110,13
なるかみのむなさき真,0,10,2,0,0,,122,178,2,1,4,-3,-4,雷紋の一致,1,体術,1,抜刀術【技】,1,風雷合一,1,,,,,,,,,,,,,,,,,6120,13
赫耀ノメイル・真,0,10,4,1,0,,124,180,-2,-2,-2,-2,3,龍気活性,1,死中に活,2,,,,,,,,,,,,,,,,,,,,,6130,6
怒天ノ羽織,0,10,3,0,0,,122,178,2,1,3,-5,2,連撃,1,渾身,2,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,,6140,6
禍鎧・怨【胸当て】,0,10,4,1,0,,124,180,3,-3,-2,1,1,業鎧【修羅】,1,翔蟲使い,2,,,,,,,,,,,,,,,,,,,,,6150,6
拠点司令【鎧】,0,10,3,3,0,,118,174,1,1,1,1,1,チャージマスター,1,抜刀術【技】,1,,,,,,,,,,,,,,,,,,,,,6160,6
プライドメイル,0,10,3,0,0,,123,179,3,0,-2,-3,-1,根性,1,攻撃,1,早食い,2,,,,,,,,,,,,,,,,,,,6190,6
ゴールドルナメイル,0,10,3,2,0,,120,176,3,-3,-4,-1,2,顕如盤石,2,逆襲,2,精霊の加護,3,,,,,,,,,,,,,,,,,,,6200,6
シルバーソルメイル,0,10,4,3,1,,122,178,4,-4,-3,-2,3,弱点特効【属性】,1,会心撃【属性】,1,火属性攻撃強化,3,,,,,,,,,,,,,,,,,,,6210,6
月光【帷子】,0,10,3,1,0,,118,174,3,3,0,-5,-2,闇討ち,1,超会心,1,挑戦者,2,,,,,,,,,,,,,,,,,,,6220,6
エスピナＺムスケル,0,10,2,2,0,,122,178,3,-4,-1,2,-3,チャージマスター,1,ランナー,2,攻撃,2,,,,,,,,,,,,,,,,,,,6230,6
陰陽ノ者【狩衣】,0,10,3,2,1,,120,176,2,0,-1,-3,1,煽衛,1,弱点特効,1,スタミナ急速回復,2,,,,,,,,,,,,,,,,,,,6240,6
ミヅハ醒【宿り衣】,0,10,4,0,0,,125,181,-5,1,0,3,-3,蓄積時攻撃強化,1,霞皮の恩恵,2,翔蟲使い,1,,,,,,,,,,,,,,,,,,,6250,6
ケイオスメイル,1,10,3,1,0,,118,174,-4,3,-2,2,-4,奮闘,1,見切り,2,超会心,2,,,,,,,,,,,,,,,,,,,6260,6
ネフィリムメイル,2,10,3,1,0,,118,174,-4,3,-2,2,-4,奮闘,1,見切り,2,超会心,2,,,,,,,,,,,,,,,,,,,6290,6
リバルクシャナイラム,0,10,3,2,1,,124,180,-1,2,-2,3,-3,鋼殻の恩恵,2,攻撃,2,業物,2,弾丸節約,2,,,,,,,,,,,,,,,,,6270,6
リバルカイザーメイル,0,10,2,2,0,,124,180,4,-4,1,-1,-3,粉塵纏,1,弱点特効,1,見切り,3,,,,,,,,,,,,,,,,,,,6280,6
ラヴィーナメイル,0,10,4,2,1,,123,179,-3,2,-1,4,-1,冰気錬成,1,納刀術,3,,,,,,,,,,,,,,,,,,,,,6290,6
赫耀ノメイル・暦,0,10,4,4,0,,121,177,-2,-2,-2,-2,3,龍気変換,1,龍耐性,3,攻撃,1,,,,,,,,,,,,,,,,,,,6300,6
荒天【衣】,0,10,4,4,1,,125,181,-3,4,0,0,-5,天衣無崩,1,超会心,1,,,,,,,,,,,,,,,,,,,,,6310,6
ヴァチスメイル,1,10,3,1,1,,122,178,-2,2,-1,2,-4,奮闘,2,匠,3,装填拡張,3,,,,,,,,,,,,,,,,,,,6320,6
プラグマメイル,2,10,3,1,1,,122,178,-2,2,-1,2,-4,奮闘,2,匠,3,装填拡張,3,,,,,,,,,,,,,,,,,,,6330,6
プライマルメイル,0,10,4,4,2,,125,181,-2,2,2,-1,-5,血氣覚醒,1,連撃,1,,,,,,,,,,,,,,,,,,,,,6340,6
