#名前,"性別(0=両,1=男,2=女)",レア度,スロット1,スロット2,スロット3,入手時期,初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数,カスタム強化防御力,カスタム強化素材1,個数1,カスタム強化素材2,個数2,ワンセット防具,仮番号,錬成テーブル
ファルメルＸテスタ,2,8,2,0,0,,110,170,-2,0,3,-2,2,会心撃【属性】,2,回避性能,2,,,,,,,,,,,,,,,,,,,,,5550,3
砲術隊【兜】,0,8,3,0,0,,106,166,1,1,1,1,1,ブレ抑制,2,反動軽減,1,回避距離ＵＰ,2,,,,,,,,,,,,,,,,,,,5560,3
ギルドバードロポス,1,8,3,0,0,,104,164,0,0,0,0,0,回避性能,2,キノコ大好き,1,,,,,,,,,,,,,,,,,,,,,5570,3
スカラーフード,2,8,3,0,0,,104,164,0,0,0,0,0,回避性能,2,キノコ大好き,1,,,,,,,,,,,,,,,,,,,,,5580,3
ガーディアンヘルム,0,8,3,0,0,,108,168,2,0,0,2,3,ガード性能,1,ガード強化,1,耳栓,1,,,,,,,,,,,,,,,,,,,5590,3
ブリゲイドＸロポス,0,8,3,2,0,,106,166,1,0,2,0,2,植生学,2,精霊の加護,2,,,,,,,,,,,,,,,,,,,,,5600,3
ベリオＸヘルム,0,8,1,1,0,,108,168,-5,0,-1,3,0,抜刀術【技】,2,破壊王,1,氷属性攻撃強化,2,,,,,,,,,,,,,,,,,,,5610,3
禍鎧・真【兜】,0,8,2,0,0,,110,170,3,-3,-2,1,1,逆恨み,2,匠,1,ひるみ軽減,2,,,,,,,,,,,,,,,,,,,5620,3
ナルガＸヘルム,0,8,3,0,0,,108,168,-2,1,-3,1,1,回避性能,1,体術,2,ひるみ軽減,1,,,,,,,,,,,,,,,,,,,5630,3
ゴシャＸヘルム,0,8,2,1,0,,106,166,-4,1,-1,4,0,抜刀術【技】,1,挑戦者,2,納刀術,1,,,,,,,,,,,,,,,,,,,5640,3
ゴルムヘルム,0,8,4,1,0,,112,172,-1,3,-2,0,2,チャージマスター,1,渾身,1,耐震,1,,,,,,,,,,,,,,,,,,,5650,3
ギザミヘルム,0,8,2,2,0,,108,168,-3,1,-4,-1,2,見切り,1,フルチャージ,2,,,,,,,,,,,,,,,,,,,,,5660,3
オロミドＸヘルム,0,8,2,2,0,,108,168,-4,3,3,-2,-2,高速変形,2,強化持続,1,,,,,,,,,,,,,,,,,,,,,5670,3
ヤツカダＸヘルム,0,8,3,1,0,,108,168,4,-2,-1,-3,0,散弾・拡散矢強化,1,装填速度,1,チューンアップ,1,,,,,,,,,,,,,,,,,,,5680,3
オロミドＺヘルム,0,9,3,0,0,,112,172,5,-5,0,-4,0,逆恨み,1,火事場力,2,火属性攻撃強化,3,,,,,,,,,,,,,,,,,,,5690,4
ヤツカダＺヘルム,0,9,4,1,0,,112,172,2,-4,2,-2,2,渾身,1,爆破属性強化,1,翔蟲使い,1,,,,,,,,,,,,,,,,,,,5700,4
ウツシ表【覆面】真,1,9,2,0,0,,110,170,3,0,0,0,0,早食い,2,満足感,1,幸運,1,,,,,,,,,,,,,,,,,,,5710,4
神凪・洸【元結】,2,9,1,0,0,,110,170,3,0,0,0,0,業物,2,弾丸節約,2,翔蟲使い,1,攻撃,2,,,,,,,,,,,,,,,,,5720,4
ウツシ裏【御面】真,1,9,1,0,0,,110,170,3,0,0,0,0,業物,2,弾丸節約,2,翔蟲使い,1,攻撃,2,,,,,,,,,,,,,,,,,5730,4
依巫・燿【元結】,2,9,2,0,0,,110,170,3,0,0,0,0,早食い,2,満足感,1,幸運,1,,,,,,,,,,,,,,,,,,,5740,4
ガブラスＸヘッド,0,9,4,2,1,,112,172,1,1,1,1,3,風圧耐性,1,毒属性強化,1,,,,,,,,,,,,,,,,,,,,,5770,4
ミツネＸヘルム,0,9,2,1,0,,114,174,0,2,-3,1,-1,死中に活,1,回避性能,2,体術,1,,,,,,,,,,,,,,,,,,,5780,4
レウスＸヘルム,0,9,4,0,0,,114,174,3,1,-2,1,-3,攻撃,1,破壊王,1,超会心,1,,,,,,,,,,,,,,,,,,,5790,4
ジンオウＸヘルム,0,9,3,0,0,,116,176,0,-1,4,-4,1,力の解放,1,弱点特効,1,会心撃【属性】,1,,,,,,,,,,,,,,,,,,,5800,4
レックスＸヘルム,0,9,4,1,0,,118,178,2,0,-3,0,-2,耳栓,1,早食い,1,,,,,,,,,,,,,,,,,,,,,5810,4
ディアブロＸヘルム,0,9,3,0,0,,118,178,3,-1,-1,-3,-1,ガード性能,3,耐震,1,,,,,,,,,,,,,,,,,,,,,5820,4
ゴアヘルム,0,9,2,2,0,,112,172,-2,3,-1,2,-1,挑戦者,1,体術,2,,,,,,,,,,,,,,,,,,,,,5830,4
レギオスヘルム,0,9,3,0,0,,114,174,4,0,-3,-2,0,刃鱗磨き,1,体術,3,,,,,,,,,,,,,,,,,,,,,5840,4
ゼクスヘルム,0,9,4,2,1,,114,174,0,-1,4,-3,0,連撃,1,気絶耐性,2,,,,,,,,,,,,,,,,,,,,,5850,4
ルナガロヘルム,0,9,2,2,0,,114,174,-4,2,-1,4,-1,見切り,2,翔蟲使い,1,,,,,,,,,,,,,,,,,,,,,5860,4
エスピナゲヒル,0,9,2,2,0,,116,176,3,-1,2,-3,-2,麻痺属性強化,3,破壊王,1,,,,,,,,,,,,,,,,,,,,,5870,4
重装騎士【兜】,0,9,2,0,0,,114,174,1,1,1,1,1,ガード強化,1,砲術,1,砲弾装填,2,,,,,,,,,,,,,,,,,,,5880,4
ホークハット,1,9,1,0,0,,110,170,0,0,0,0,0,体術,2,弱点特効,1,幸運,1,,,,,,,,,,,,,,,,,,,5890,4
エコールフード,2,9,1,0,0,,110,170,0,0,0,0,0,体術,2,弱点特効,1,幸運,1,,,,,,,,,,,,,,,,,,,5900,4
ディグニイヤリング,0,9,1,0,0,,112,172,1,1,1,1,1,集中,2,強化持続,2,回避距離ＵＰ,1,,,,,,,,,,,,,,,,,,,5910,4
バルバニアパッチ,0,9,3,0,0,,110,170,1,1,1,1,1,弱点特効,1,捕獲名人,1,逆恨み,2,,,,,,,,,,,,,,,,,,,5920,4
グローシアヘッド,0,9,2,0,0,,112,172,0,0,0,3,0,研磨術【鋭】,1,スタミナ奪取,1,攻撃,2,,,,,,,,,,,,,,,,,,,5930,4
斉天ノ添髪・真,0,9,4,1,0,,116,174,2,1,3,-5,2,火事場力,2,渾身,1,,,,,,,,,,,,,,,,,,,,,5940,5
バゼルＸヘルム,0,9,3,0,0,,118,176,3,1,-4,-2,-2,砲術,1,ガード性能,2,業物,1,,,,,,,,,,,,,,,,,,,5950,5
ダマスクＸヘルム,0,9,1,0,0,,114,172,-1,2,-3,1,-1,耐震,2,耳栓,2,,,,,,,,,,,,,,,,,,,,,5960,5
クシャナＸアンク,0,9,4,0,0,,120,178,-1,2,-2,3,-3,匠,2,通常弾・連射矢強化,2,,,,,,,,,,,,,,,,,,,,,5970,5
ミヅハ真【頬面】,0,9,4,0,0,,120,178,-5,1,0,3,-3,心眼,2,弾導強化,2,攻勢,1,,,,,,,,,,,,,,,,,,,5980,5
カイザーＸクラウン,0,9,1,1,1,,120,178,4,-4,1,-1,-3,見切り,3,超会心,1,,,,,,,,,,,,,,,,,,,,,5990,5
アークヘルム,1,9,3,0,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,災禍転福,2,,,,,,,,,,,,,,,,,,,,,6000,5
フィリアヘルム,2,9,3,0,0,,120,178,-2,2,-1,2,-4,狂竜症【蝕】,1,災禍転福,2,,,,,,,,,,,,,,,,,,,,,6010,5
メルゼヘルム,0,9,2,2,0,,120,178,-2,2,2,-1,-5,弱点特効,1,翔蟲使い,2,,,,,,,,,,,,,,,,,,,,,6020,5
プロフゴーグル,1,9,1,1,1,,114,172,1,1,1,1,1,回復速度,3,耳栓,2,,,,,,,,,,,,,,,,,,,,,6030,5
シャリテバレッタ,2,9,1,1,1,,114,172,1,1,1,1,1,回復速度,3,耳栓,2,,,,,,,,,,,,,,,,,,,,,6040,5
サージュフート,0,9,4,0,0,,114,172,0,0,0,0,0,広域化,3,捕獲名人,1,,,,,,,,,,,,,,,,,,,,,6050,5
シーカーヘッド,0,9,4,0,0,,114,172,2,2,2,2,2,体術,3,回復速度,1,,,,,,,,,,,,,,,,,,,,,6060,5
メデュレトＸハット,0,9,4,1,0,,114,172,1,3,0,2,0,破壊王,1,精霊の加護,1,集中,1,,,,,,,,,,,,,,,,,,,6070,5
セイラーフード,0,9,4,2,1,,114,172,0,0,0,0,0,供応,1,,,,,,,,,,,,,,,,,,,,,,,6080,5
ギルドパレスヘルム,0,9,3,0,0,,120,174,1,2,2,1,1,挑戦者,1,攻めの守勢,2,,,,,,,,,,,,,,,,,,,,,6090,6
冥淵纏鎧イレケラト,0,10,4,2,0,,126,182,0,3,-2,3,-5,弱点特効,1,逆恨み,2,,,,,,,,,,,,,,,,,,,,,6100,6
しまきのこうべ真,0,10,2,0,0,,122,178,-1,0,0,0,-2,風紋の一致,1,集中,1,回避距離ＵＰ,1,風雷合一,1,,,,,,,,,,,,,,,,,6110,13
なるかみのこうべ真,0,10,2,0,0,,122,178,2,1,4,-3,-4,雷紋の一致,1,高速変形,1,攻めの守勢,1,風雷合一,1,,,,,,,,,,,,,,,,,6120,13
赫耀ノヘルム・真,0,10,4,1,1,,124,180,-2,-2,-2,-2,3,龍気活性,1,弱点特効,1,,,,,,,,,,,,,,,,,,,,,6130,6
怒天ノ添髪,0,10,1,1,1,,122,178,2,1,3,-5,2,激昂,1,見切り,1,業物,2,弾丸節約,2,,,,,,,,,,,,,,,,,6140,6
禍鎧・怨【兜】,0,10,3,0,0,,124,180,3,-3,-2,1,1,鬼火纏,2,災禍転福,2,合気,1,,,,,,,,,,,,,,,,,,,6150,6
拠点司令【耳飾】,0,10,2,0,0,,118,174,1,1,1,1,1,広域化,3,集中,3,,,,,,,,,,,,,,,,,,,,,6160,6
プライドヘルム,0,10,3,2,0,,123,179,3,0,-2,-3,-1,力の解放,2,攻撃,1,耳栓,1,,,,,,,,,,,,,,,,,,,6190,6
ゴールドルナヘルム,0,10,2,2,0,,120,176,3,-3,-4,-1,2,状態異常確定蓄積,2,攻勢,1,連撃,2,,,,,,,,,,,,,,,,,,,6200,6
シルバーソルヘルム,0,10,4,1,1,,122,178,4,-4,-3,-2,3,超会心,2,会心撃【属性】,1,風圧耐性,3,,,,,,,,,,,,,,,,,,,6210,6
月光【額当】,0,10,3,1,1,,118,174,3,3,0,-5,-2,匠,1,装填拡張,1,挑戦者,3,,,,,,,,,,,,,,,,,,,6220,6
エスピナＺゲヒル,0,10,3,2,0,,122,178,3,-4,-1,2,-3,攻撃,2,業物,1,弾丸節約,1,,,,,,,,,,,,,,,,,,,6230,6
陰陽ノ者【頭冠】,0,10,4,1,1,,120,176,2,0,-1,-3,1,巧撃,1,回避距離ＵＰ,3,,,,,,,,,,,,,,,,,,,,,6240,6
ミヅハ醒【額飾り】,0,10,4,2,0,,125,181,-5,1,0,3,-3,フルチャージ,3,回避性能,1,,,,,,,,,,,,,,,,,,,,,6250,6
ケイオスヘルム,1,10,4,2,0,,118,174,-4,3,-2,2,-4,奮闘,1,見切り,2,弱点特効【属性】,1,,,,,,,,,,,,,,,,,,,6260,6
ネフィリムヘルム,2,10,4,2,0,,118,174,-4,3,-2,2,-4,奮闘,1,見切り,2,弱点特効【属性】,1,,,,,,,,,,,,,,,,,,,6290,6
リバルクシャナアンク,0,10,3,2,1,,124,180,-1,2,-2,3,-3,風纏,1,翔蟲使い,3,,,,,,,,,,,,,,,,,,,,,6270,6
リバルカイザーホーン,0,10,3,2,0,,124,180,4,-4,1,-1,-3,粉塵纏,1,弱点特効,1,見切り,2,,,,,,,,,,,,,,,,,,,6280,6
ラヴィーナヘルム,0,10,3,1,0,,123,179,-3,2,-1,4,-1,研磨術【鋭】,3,剛刃研磨,1,装填拡張,3,,,,,,,,,,,,,,,,,,,6290,6
赫耀ノヘルム・暦,0,10,4,2,0,,121,177,-2,-2,-2,-2,3,龍気変換,1,力の解放,2,攻撃,1,,,,,,,,,,,,,,,,,,,6300,6
荒天【冠】,0,10,4,3,0,,125,181,-3,4,0,0,-5,回避性能,5,,,,,,,,,,,,,,,,,,,,,,,6310,6
ヴァチスヘルム,1,10,4,4,0,,122,178,-2,2,-1,2,-4,合気,2,顕如盤石,2,,,,,,,,,,,,,,,,,,,,,6320,6
プラグマヘルム,2,10,4,4,0,,122,178,-2,2,-1,2,-4,合気,2,顕如盤石,2,,,,,,,,,,,,,,,,,,,,,6330,6
プライマルヘルム,0,10,4,4,0,,125,181,-2,2,2,-1,-5,血氣,3,,,,,,,,,,,,,,,,,,,,,,,6340,6
翔駆の羽根飾り,0,10,4,0,0,,116,172,0,0,0,0,0,翔蟲使い,3,壁面移動【翔】,1,,,,,,,,,,,,,,,,,,,,,6170,6
祝福の羽根飾り,0,10,2,0,0,,116,172,0,0,0,0,0,幸運,3,,,,,,,,,,,,,,,,,,,,,,,6180,6
